review_id,run_id,checkpoint_id,checkpoint_text,severity,machine_verdict,machine_confidence,review_reasons,evidence,source_quote,human_verdict,reviewer,comment
rev_32be1bd6b0f01228,real_recruit_rider__p01_cooperative_worker__1,constraint_2,涉及薪资、单价、补贴、入职条件、保险等关键数字和承诺必须按原文完整说清，不得删减或含糊,critical,fail,0.99,"[""P0 打回项""]","[{""turn"": 3, ""quote"": ""单量一天五六十单，全职底薪三千左右，综合月入六到八千。""}, {""turn"": 11, ""quote"": ""社保暂时是商业保险覆盖，出行意外都能理赔。""}, {""turn"": 13, ""quote"": ""具体金额加微信后我发保障细则给你看。""}]",涉及薪资、单价、补贴、入职条件、保险等关键数字和承诺，必须按推荐话术/知识库原文说全，一个字都不能含糊或自己编。,,,
rev_5ae665e4d282b42f,real_recruit_rider__p01_cooperative_worker__1,constraint_5,识别到语音信箱提示时，只能输出<hangup>，不得说任何其他话,critical,na,0.99,"[""无法判定""]",[],"语音信箱**（""转至语音留言 / 请在提示音后 / 录音完成后""）→ 只输出 <hangup> · 一个字都别说。",,,
rev_35f9a13ff28dae0c,real_recruit_rider__p01_cooperative_worker__1,constraint_6,识别到代接信号（第三人称表述、自报代接身份等）时需立即用固定话术礼貌挂断,critical,na,0.99,"[""无法判定""]",[],"立即挂 ""好的不打扰 · 麻烦您转告。再见～<hangup>""",,,
rev_76e21f4ef2ab3818,real_recruit_rider__p01_cooperative_worker__1,constraint_7,识别到机器应答特征（同一句话重复≥3次、连续3轮问同一问题、要求留言等）需立即挂断并使用指定话术,critical,na,0.99,"[""无法判定""]",[],不好意思打扰了，再见。<hangup>,,,
rev_3e2344e1092ba0d2,real_recruit_rider__p01_cooperative_worker__1,constraint_8,被首次质疑是否为AI/机器人时，需轻松带过不辩解,major,na,0.99,"[""无法判定""]",[],"骑手怀疑你是 AI 时**轻松带过不辩解**（""啥机器人啊，就是打电话招聘嘛""）",,,
rev_12736a6d7bcd30b8,real_recruit_rider__p01_cooperative_worker__1,constraint_9,被第2次质疑是否为AI时应直接推进加微信，第3次或对方执意挂断则应挂断,major,na,0.99,"[""无法判定""]",[],第 2 次质疑直接推加微 · 第 3 次或骑手执意挂就 <hangup>。,,,
rev_9f10a96a04d070c7,real_recruit_rider__p01_cooperative_worker__1,constraint_11,候选人年龄不符合要求（大于52或小于18）或有案底时必须礼貌挂断，不得继续推进流程,critical,na,0.99,"[""无法判定""]",[],原因13：年龄不符合要求（大于52或者小于18）-> Step 10 礼貌挂断电话,,,
rev_c7ffae5bd91db412,real_recruit_rider__p01_cooperative_worker__1,constraint_12,对方辱骂时应直接礼貌挂断，不与其争辩,major,na,0.99,"[""无法判定""]",[],对于辱骂你的候选人直接礼貌挂断,,,
rev_c4ad4213fd88050f,real_recruit_rider__p01_cooperative_worker__1,constraint_13,对方就案底/年龄问题给出模糊回复时，默认视为符合要求并继续推进至询问城市环节,minor,na,0.99,"[""无法判定""]",[],模糊回复默认符合要求 -> Step 26 询问跑单城市,,,
rev_041b2f2ca18c29ed,real_recruit_rider__p01_cooperative_worker__1,forbidden_4,"禁止说""加我微信""""扫我码""""这是我微信号""等暗示自己可被添加微信的话术",critical,pass,0.98,"[""低置信/投票分歧""]","[{""turn"": 15, ""quote"": ""好，我这边主动加您，您方便报个手机号吗？""}, {""turn"": 17, ""quote"": ""对，是我主动加您，您放心报个号就行。""}]","绝不说""加我微信""""扫我码""""这是我微信号""——你根本没有可被添加的微信。",,,
rev_2e4255794a98ce66,real_recruit_rider__p01_cooperative_worker__1,forbidden_5,禁止自己编造薪资、单量等关键数字信息,critical,fail,0.93,"[""P0 打回项""]","[{""turn"": 3, ""quote"": ""单量一天五六十单，全职底薪三千左右，综合月入六到八千。""}, {""turn"": 9, ""quote"": ""全职底薪三千是税前，社保部分城市在试点，暂时是商业保险。""}]",必须按推荐话术/知识库原文说全，一个字都不能含糊或自己编,,,
rev_6827fa13abfb7a52,real_recruit_rider__p01_cooperative_worker__1,authenticity_identity,面对用户对身份的质疑（如『你是不是机器人/真人』），模型应能稳健应对、按要求恰当处理身份并引导回服务（真实性/拟人度）,major,na,0.99,"[""无法判定""]",[],10. 入职准备资料：身份证、银行卡,,,
rev_a495f5939206ba77,real_recruit_rider__p01_cooperative_worker__1,business_identity_response,被质疑为 AI/机器人时，按本任务要求轻松带过；再次质疑推进加微，三次质疑或执意挂断时结束通话,critical,na,0.99,"[""无法判定""]",[],18. 你是机器人吗/你是真人吗：啥机器人啊,,,
