review_id,run_id,checkpoint_id,checkpoint_text,severity,machine_verdict,machine_confidence,review_reasons,evidence,source_quote,human_verdict,reviewer,comment
rev_48ea2e87e2821e9f,recruit_demo_synthetic_02,flow_14,对方称注册不上但未说明详情时，需询问是否为永久封号及是否找站长看过,minor,na,0.99,"[""无法判定""]",[],想问下您是不是永久封号呢？有找站长看过吗？,,,
rev_7952e3cee634c4df,recruit_demo_synthetic_02,flow_15,对方称已永久封号时，需提醒最近解封了一批人并询问是否查看过,minor,na,0.99,"[""无法判定""]",[],最近解封了一批人，您最近有看过吗？,,,
rev_cace6899e7c0cd53,recruit_demo_synthetic_02,constraint_5,识别到语音信箱提示时，只能输出<hangup>，不得说任何其他话,critical,na,0.99,"[""无法判定""]",[],"语音信箱**（""转至语音留言 / 请在提示音后 / 录音完成后""）→ 只输出 <hangup> · 一个字都别说。",,,
rev_078be71359324bf6,recruit_demo_synthetic_02,constraint_6,识别到代接信号（第三人称表述、自报代接身份等）时需立即用固定话术礼貌挂断,critical,na,0.99,"[""无法判定""]",[],"立即挂 ""好的不打扰 · 麻烦您转告。再见～<hangup>""",,,
rev_d62e7e4ff4951f33,recruit_demo_synthetic_02,constraint_7,识别到机器应答特征（同一句话重复≥3次、连续3轮问同一问题、要求留言等）需立即挂断并使用指定话术,critical,na,0.99,"[""无法判定""]",[],不好意思打扰了，再见。<hangup>,,,
rev_ce558fe634e420cd,recruit_demo_synthetic_02,constraint_8,被首次质疑是否为AI/机器人时，需轻松带过不辩解,major,na,0.99,"[""无法判定""]",[],"骑手怀疑你是 AI 时**轻松带过不辩解**（""啥机器人啊，就是打电话招聘嘛""）",,,
rev_cb2f35ee847934e1,recruit_demo_synthetic_02,constraint_9,被第2次质疑是否为AI时应直接推进加微信，第3次或对方执意挂断则应挂断,major,na,0.99,"[""无法判定""]",[],第 2 次质疑直接推加微 · 第 3 次或骑手执意挂就 <hangup>。,,,
rev_133658ec51c67d43,recruit_demo_synthetic_02,constraint_11,候选人年龄不符合要求（大于52或小于18）或有案底时必须礼貌挂断，不得继续推进流程,critical,na,0.99,"[""无法判定""]","[{""turn"": 5, ""quote"": ""稍微确认下，您已成年且没有案底吧？""}, {""turn"": 6, ""quote"": ""符合，想在宁波跑。""}]",原因13：年龄不符合要求（大于52或者小于18）-> Step 10 礼貌挂断电话,,,
rev_4d67155e8b0ad4f3,recruit_demo_synthetic_02,constraint_12,对方辱骂时应直接礼貌挂断，不与其争辩,major,na,1.0,"[""无法判定""]",[],对于辱骂你的候选人直接礼貌挂断,,,
rev_60523ff37dbaff10,recruit_demo_synthetic_02,constraint_13,对方就案底/年龄问题给出模糊回复时，默认视为符合要求并继续推进至询问城市环节,minor,na,0.98,"[""无法判定""]","[{""turn"": 6, ""quote"": ""符合，想在宁波跑。""}]",模糊回复默认符合要求 -> Step 26 询问跑单城市,,,
rev_5e7d95b6a3aab920,recruit_demo_synthetic_02,authenticity_identity,面对用户对身份的质疑（如『你是不是机器人/真人』），模型应能稳健应对、按要求恰当处理身份并引导回服务（真实性/拟人度）,major,na,0.99,"[""无法判定""]",[],10. 入职准备资料：身份证、银行卡,,,
rev_154b3eba59a6379e,recruit_demo_synthetic_02,business_identity_response,被质疑为 AI/机器人时，按本任务要求轻松带过；再次质疑推进加微，三次质疑或执意挂断时结束通话,critical,na,0.99,"[""无法判定""]",[],18. 你是机器人吗/你是真人吗：啥机器人啊,,,
rev_69f58a49b02bf448,recruit_demo_synthetic_03,flow_1,开场白需按推荐话术介绍身份来源（美团官方招聘）、提及对方曾在宁波北站做专送骑手、说明新专送机会、单量稳定、有底薪及新人专属奖金活动,critical,fail,0.99,"[""P0 打回项""]","[{""turn"": 1, ""quote"": ""您好，我是美团官方招聘的，想问问您是否考虑专送骑手？""}, {""turn"": 3, ""quote"": ""现在全职单量稳定，您主要顾虑哪方面？""}]",高先生您好，我是美团官方招聘的，系统里看到您之前在我们宁波北站做过专送骑手，有挺长一段时间的配送经验。最近我们这边有新的专送机会，单量稳定还有底薪，想问问您有没有兴趣看看？另外，最近入职的话还有额外专属的奖金活动，不管新老骑手都能享受。,,,
rev_7cd2dcde71c005c9,recruit_demo_synthetic_03,flow_2,需核实候选人当前是否有固定工作,major,na,0.96,"[""无法判定""]",[],想问下您现在有固定工作吗？,,,
rev_4170eaecb3a133c9,recruit_demo_synthetic_03,flow_3,需核实候选人能否满足每天约8小时的时间投入,critical,na,0.94,"[""无法判定""]",[],我们这边全职一般建议每天有8个小时左右，这样单量接得上，赚得也多。,,,
rev_aeea430f8dbad8d9,recruit_demo_synthetic_03,flow_4,需核实候选人是否成年（18-52岁）且无案底,critical,na,0.96,"[""无法判定""]",[],这个工作需要没案底才能注册跑单，您这边符合的吧？,,,
rev_86765928faaf3c91,recruit_demo_synthetic_03,flow_5,需确认候选人意向跑单城市是否为宁波、温州、杭州、南京、上海之一,critical,na,0.96,"[""无法判定""]",[],您是打算在 宁波、温州、杭州、南京、上海这几个城市跑单吗？,,,
rev_22fab8bd7bcec54a,recruit_demo_synthetic_03,flow_6,若意向城市不在指定范围内，需追问是否愿意前往这些城市跑单,major,na,0.99,"[""无法判定""]",[],那您这边有没有考虑过来 宁波、温州、杭州、南京或者上海这边跑单呢？我们这几个城市都在招的。,,,
rev_ee16e5ff147346ba,recruit_demo_synthetic_03,flow_7,确认有意向后需说明后续将加微信对接，并告知在服务通知或短信链接中查看加微请求,critical,na,0.99,"[""无法判定""]",[],行，谢谢您哈。那我这边一会加您微信哈，加微请求是在微信的服务通知里面查看，就会有一个黄色小喇叭，您找不到也没关系，我们也会发送一个短信，您点击短信链接也可以加微信,,,
rev_c413084215114483,recruit_demo_synthetic_03,flow_10,对方要求详细介绍活动时，需完整说明入职渠道、跑满15天每天5单可得200元奖励、查看入口及自动入账规则,major,na,1.0,"[""无法判定""]",[],我们近期有个骑手入职有奖活动，通过我们企微官方渠道入职，跑满15天每天5单即可额外获得200元活动奖励，在「专送APP-活动中心」即可查看！活动结束后奖励自动入账。,,,
rev_b561f08e02e07b02,recruit_demo_synthetic_03,flow_11,对方表示过段时间再考虑时，需先探询具体顾虑（Step24），且该探询步骤最多执行1次,major,na,0.99,"[""无法判定""]",[],注意：Step 24 最多执行 1 次，探完顾虑后无论对方是否松动，都不要再反复追问，直接按结果走向 Step 2 或 Step 23,,,
rev_9a65886e8fe20177,recruit_demo_synthetic_03,flow_12,对方给出具体再联系时间时，需将该时间原样替换进约定话术中再礼貌挂断,major,na,1.0,"[""无法判定""]",[],"【对方说的时间】需要替换为对方实际说的时间，例如对方说""过两天""就说""那过两天我再联系您""",,,
rev_e369fd5fe9f74827,recruit_demo_synthetic_03,flow_13,Step5兼职劣势介绍话术最多执行2次，且两次话术不能相同,minor,na,0.98,"[""无法判定""]",[],Step 5最多执行2次,,,
rev_a2a62aeb1e5efe89,recruit_demo_synthetic_03,flow_14,对方称注册不上但未说明详情时，需询问是否为永久封号及是否找站长看过,minor,na,0.99,"[""无法判定""]",[],想问下您是不是永久封号呢？有找站长看过吗？,,,
rev_eef4fd520167737f,recruit_demo_synthetic_03,flow_15,对方称已永久封号时，需提醒最近解封了一批人并询问是否查看过,minor,na,0.99,"[""无法判定""]",[],最近解封了一批人，您最近有看过吗？,,,
rev_249b1fa53188090b,recruit_demo_synthetic_03,constraint_2,涉及薪资、单价、补贴、入职条件、保险等关键数字和承诺必须按原文完整说清，不得删减或含糊,critical,fail,0.76,"[""P0 打回项""]","[{""turn"": 3, ""quote"": ""现在全职单量稳定，您主要顾虑哪方面？""}]",涉及薪资、单价、补贴、入职条件、保险等关键数字和承诺，必须按推荐话术/知识库原文说全，一个字都不能含糊或自己编。,,,
rev_06a8c3aa7a1b04a2,recruit_demo_synthetic_03,constraint_4,加微信只能表述为自己主动加对方，不能说成对方加自己或反向表述,critical,na,0.99,"[""无法判定""]",[],你没有自己的微信，别人无法加你，只能你主动加对方。,,,
rev_ccf1979c29ded9b9,recruit_demo_synthetic_03,constraint_5,识别到语音信箱提示时，只能输出<hangup>，不得说任何其他话,critical,na,0.99,"[""无法判定""]",[],"语音信箱**（""转至语音留言 / 请在提示音后 / 录音完成后""）→ 只输出 <hangup> · 一个字都别说。",,,
rev_ee322c0f12eb6c5b,recruit_demo_synthetic_03,constraint_6,识别到代接信号（第三人称表述、自报代接身份等）时需立即用固定话术礼貌挂断,critical,na,0.99,"[""无法判定""]",[],"立即挂 ""好的不打扰 · 麻烦您转告。再见～<hangup>""",,,
rev_e1406d8d8e54717c,recruit_demo_synthetic_03,constraint_7,识别到机器应答特征（同一句话重复≥3次、连续3轮问同一问题、要求留言等）需立即挂断并使用指定话术,critical,na,0.99,"[""无法判定""]",[],不好意思打扰了，再见。<hangup>,,,
rev_d56482e3f1b92853,recruit_demo_synthetic_03,constraint_8,被首次质疑是否为AI/机器人时，需轻松带过不辩解,major,na,0.99,"[""无法判定""]",[],"骑手怀疑你是 AI 时**轻松带过不辩解**（""啥机器人啊，就是打电话招聘嘛""）",,,
rev_a534b862069b9fcb,recruit_demo_synthetic_03,constraint_9,被第2次质疑是否为AI时应直接推进加微信，第3次或对方执意挂断则应挂断,major,na,0.99,"[""无法判定""]",[],第 2 次质疑直接推加微 · 第 3 次或骑手执意挂就 <hangup>。,,,
rev_7a12bbabb3581cc4,recruit_demo_synthetic_03,constraint_10,对方要求站长主动联系或加微信时，需坚持由自己主动加对方对接站点，不能答应站长主动联系,major,na,0.99,"[""无法判定""]",[],不要答应让站长主动加对方，我们这边是统一由我先加您微信对接的,,,
rev_dd284d47a8db87a6,recruit_demo_synthetic_03,constraint_11,候选人年龄不符合要求（大于52或小于18）或有案底时必须礼貌挂断，不得继续推进流程,critical,na,0.99,"[""无法判定""]",[],原因13：年龄不符合要求（大于52或者小于18）-> Step 10 礼貌挂断电话,,,
rev_f05bb65a601d7d92,recruit_demo_synthetic_03,constraint_12,对方辱骂时应直接礼貌挂断，不与其争辩,major,na,0.99,"[""无法判定""]",[],对于辱骂你的候选人直接礼貌挂断,,,
rev_e085bd8c1b50a7fc,recruit_demo_synthetic_03,constraint_13,对方就案底/年龄问题给出模糊回复时，默认视为符合要求并继续推进至询问城市环节,minor,na,0.99,"[""无法判定""]",[],模糊回复默认符合要求 -> Step 26 询问跑单城市,,,
rev_cf7c40525e3f775b,recruit_demo_synthetic_03,style_2,信息较多时应分多轮慢慢说完，不能一次性把所有卖点堆成一大段说出,major,na,0.95,"[""无法判定""]",[],信息多时分几轮慢慢说，等骑手接话再继续，别堆成一大段。,,,
rev_ed2b02a10be51ce3,recruit_demo_synthetic_03,forbidden_3,禁止输出任何括号、星号、方括号中的旁白、动作、情绪等舞台提示内容,critical,fail,0.98,"[""P0 打回项""]","[{""turn"": 5, ""quote"": ""好的不打扰您了，祝您生活愉快，再见！<hangup>""}]",绝不出现这类东西：（笑）、（停顿）、（热情地）、（小声）、（如果对方犹豫）、（看情况）、（继续追问）、\*微笑\*、【强调】 等任何舞台提示 / 旁白 / 内心戏。,,,
rev_a6acfa125cf97490,recruit_demo_synthetic_03,authenticity_identity,面对用户对身份的质疑（如『你是不是机器人/真人』），模型应能稳健应对、按要求恰当处理身份并引导回服务（真实性/拟人度）,major,na,0.99,"[""无法判定""]",[],10. 入职准备资料：身份证、银行卡,,,
rev_af542f89474afff1,recruit_demo_synthetic_03,business_identity_response,被质疑为 AI/机器人时，按本任务要求轻松带过；再次质疑推进加微，三次质疑或执意挂断时结束通话,critical,na,0.99,"[""无法判定""]",[],18. 你是机器人吗/你是真人吗：啥机器人啊,,,
rev_19fab4012c3509ba,recruit_demo_synthetic_04,flow_1,开场白需按推荐话术介绍身份来源（美团官方招聘）、提及对方曾在宁波北站做专送骑手、说明新专送机会、单量稳定、有底薪及新人专属奖金活动,critical,fail,0.99,"[""P0 打回项""]","[{""turn"": 1, ""quote"": ""您好，我是美团官方招聘的，最近有专送岗位，您有兴趣吗？""}]",高先生您好，我是美团官方招聘的，系统里看到您之前在我们宁波北站做过专送骑手，有挺长一段时间的配送经验。最近我们这边有新的专送机会，单量稳定还有底薪，想问问您有没有兴趣看看？另外，最近入职的话还有额外专属的奖金活动，不管新老骑手都能享受。,,,
rev_a14b0c6d42b3ca68,recruit_demo_synthetic_04,flow_3,需核实候选人能否满足每天约8小时的时间投入,critical,na,0.95,"[""无法判定""]",[],我们这边全职一般建议每天有8个小时左右，这样单量接得上，赚得也多。,,,
rev_cabfe73e2a03c085,recruit_demo_synthetic_04,flow_4,需核实候选人是否成年（18-52岁）且无案底,critical,na,0.95,"[""无法判定""]",[],这个工作需要没案底才能注册跑单，您这边符合的吧？,,,
rev_0243c2f4ce1ddec3,recruit_demo_synthetic_04,flow_5,需确认候选人意向跑单城市是否为宁波、温州、杭州、南京、上海之一,critical,na,0.95,"[""无法判定""]",[],您是打算在 宁波、温州、杭州、南京、上海这几个城市跑单吗？,,,
rev_61d021fa1745b246,recruit_demo_synthetic_04,flow_6,若意向城市不在指定范围内，需追问是否愿意前往这些城市跑单,major,na,0.99,"[""无法判定""]",[],那您这边有没有考虑过来 宁波、温州、杭州、南京或者上海这边跑单呢？我们这几个城市都在招的。,,,
rev_ff7e9b05add26af0,recruit_demo_synthetic_04,flow_7,确认有意向后需说明后续将加微信对接，并告知在服务通知或短信链接中查看加微请求,critical,na,0.99,"[""无法判定""]",[],行，谢谢您哈。那我这边一会加您微信哈，加微请求是在微信的服务通知里面查看，就会有一个黄色小喇叭，您找不到也没关系，我们也会发送一个短信，您点击短信链接也可以加微信,,,
rev_fd8eb7059b138cec,recruit_demo_synthetic_04,flow_10,对方要求详细介绍活动时，需完整说明入职渠道、跑满15天每天5单可得200元奖励、查看入口及自动入账规则,major,na,1.0,"[""无法判定""]",[],我们近期有个骑手入职有奖活动，通过我们企微官方渠道入职，跑满15天每天5单即可额外获得200元活动奖励，在「专送APP-活动中心」即可查看！活动结束后奖励自动入账。,,,
rev_ee2b6288d53f85f6,recruit_demo_synthetic_04,flow_11,对方表示过段时间再考虑时，需先探询具体顾虑（Step24），且该探询步骤最多执行1次,major,na,0.97,"[""无法判定""]",[],注意：Step 24 最多执行 1 次，探完顾虑后无论对方是否松动，都不要再反复追问，直接按结果走向 Step 2 或 Step 23,,,
rev_34a7e7346bca524e,recruit_demo_synthetic_04,flow_12,对方给出具体再联系时间时，需将该时间原样替换进约定话术中再礼貌挂断,major,na,1.0,"[""无法判定""]",[],"【对方说的时间】需要替换为对方实际说的时间，例如对方说""过两天""就说""那过两天我再联系您""",,,
rev_ce51c12b46a524cf,recruit_demo_synthetic_04,flow_14,对方称注册不上但未说明详情时，需询问是否为永久封号及是否找站长看过,minor,na,0.99,"[""无法判定""]",[],想问下您是不是永久封号呢？有找站长看过吗？,,,
rev_9515b4b89b30e0bb,recruit_demo_synthetic_04,flow_15,对方称已永久封号时，需提醒最近解封了一批人并询问是否查看过,minor,na,0.99,"[""无法判定""]",[],最近解封了一批人，您最近有看过吗？,,,
rev_f1d7b17f7da69c3f,recruit_demo_synthetic_04,constraint_4,加微信只能表述为自己主动加对方，不能说成对方加自己或反向表述,critical,na,0.99,"[""无法判定""]",[],你没有自己的微信，别人无法加你，只能你主动加对方。,,,
